0	13210.776512384415
1	13155.965134501457
2	12363.87218105793
3	10931.903945922852
4	9385.802681326866
5	8263.840314745903
6	7582.333139538765
7	7278.095155835152
8	7155.503593087196
9	7153.210185170174
10	7104.233107984066
11	7152.807963013649
12	7103.146913290024
13	7125.1288957595825
14	7087.6742560863495
15	7093.773178458214
16	7103.075818300247
17	7082.273899912834
18	7094.657984495163
19	7080.433750629425
20	7077.300181388855
21	7046.901233434677
22	7062.360350966454
23	7043.2827134132385
24	7060.687209367752
25	7050.679937362671
26	7050.302560567856
27	7035.1594450473785
28	7011.612337470055
29	7012.374977469444
30	7024.285848617554
31	7011.080786108971
32	7019.697041511536
33	7001.504217386246
34	6989.85361301899
35	6975.873315215111
36	7004.256238222122
37	6969.223336935043
38	6990.004468917847
39	6982.608701467514
40	6961.9631996154785
41	6974.225864648819
42	6950.198975920677
43	6963.897203564644
44	6944.074422001839
45	6949.064983487129
46	6947.6424297094345
47	6922.114457249641
48	6923.785331130028
49	6921.717878460884
50	6913.100549340248
51	6907.031960010529
52	6894.206360459328
53	6892.624396920204
54	6909.831513166428
55	6864.166816473007
56	6892.799166202545
57	6857.04896569252
58	6892.079481244087
59	6865.162611961365
60	6851.27671957016
61	6828.434438943863
62	6822.137317538261
63	6812.9373254776
64	6803.989084839821
65	6818.310536980629
66	6815.7633934021
67	6774.81104850769
68	6811.226793110371
69	6774.370028853416
70	6769.2294281721115
71	6787.252273201942
72	6746.268159866333
73	6729.220667183399
74	6720.808924674988
75	6730.05615824461
76	6727.055297374725
77	6710.583543777466
78	6696.437898874283
79	6690.452860832214
80	6687.780824661255
81	6672.718911886215
82	6655.7813638448715
83	6638.08398681879
84	6653.759848892689
85	6638.743545055389
86	6620.052050769329
87	6618.968527495861
88	6630.115460634232
89	6608.337843179703
90	6586.084131002426
91	6572.94301533699
92	6582.770140171051
93	6590.069464623928
94	6555.910072743893
95	6551.59679299593
96	6548.262069642544
97	6561.9504761099815
98	6506.425661176443
99	6509.58063185215
100	6486.649521678686
101	6499.340277761221
102	6500.428544268012
103	6485.630557239056
104	6451.13023775816
105	6467.477453947067
106	6461.685876369476
107	6461.120768010616
108	6444.533523768187
109	6405.595400869846
110	6416.2496535182
111	6413.678331851959
112	6405.399956971407
113	6393.677517533302
114	6395.749208681285
115	6376.390727639198
116	6361.766548097134
117	6380.26237796247
118	6373.234112560749
119	6390.068546026945
120	6337.235203295946
121	6301.088955357671
122	6315.704047083855
123	6279.681140393019
124	6275.928422272205
125	6293.749310970306
126	6243.981497347355
127	6237.192663908005
128	6270.160428881645
129	6217.045369029045
130	6207.574405431747
131	6222.193686127663
132	6231.817178636789
133	6223.299370229244
134	6167.027065873146
135	6176.312607824802
136	6176.818328976631
137	6160.21134442091
138	6152.3156448453665
139	6142.459124028683
140	6151.869861470535
141	6113.942580029368
142	6096.446278989315
143	6070.161552767269
144	6064.932033419609
145	6060.592468202114
146	6090.823349028826
147	6054.166846141219
148	6052.752272844315
149	6016.84694185853
150	6006.451362252235
151	6019.900943160057
152	6001.018630206585
153	6001.448268785141
154	5993.118315637112
155	5986.693499367684
156	5949.958087384701
157	5937.2261274755
158	5964.089991629124
159	5990.8874148875475
160	5924.88273370266
161	5933.594674313441
162	5945.810061395168
163	5911.629445165396
164	5859.323674440384
165	5883.942546099424
166	5849.741033673286
167	5874.539396166801
168	5865.871764361858
169	5843.767215013504
170	5847.116241753101
171	5814.667975842953
172	5803.304355025291
173	5817.5533193945885
174	5799.228753656149
175	5787.655698776245
176	5773.898661524057
177	5779.901163756847
178	5750.216309130192
179	5749.809781849384
180	5766.321783006191
181	5730.828925818205
182	5706.541503071785
183	5735.58816537261
184	5709.212335020304
185	5715.944317579269
186	5715.34119361639
187	5684.288805618882
188	5648.172919869423
189	5656.550086861011
190	5652.543092310429
191	5640.4628638625145
192	5621.7568192481995
193	5631.1185164526105
194	5603.994459889829
195	5645.840958476067
196	5602.911955744028
197	5596.503547847271
198	5601.359369575977
199	5571.2846803590655
200	5580.900532096624
201	5572.049718488008
202	5547.606755912304
203	5553.102215528488
204	5510.126245236723
205	5534.100792322715
206	5502.969780184329
207	5535.500231385231
208	5535.912251979113
209	5505.849851287901
210	5494.54928317084
211	5528.172527164221
212	5463.054315090179
213	5475.613431751728
214	5453.095395313576
215	5444.566963660065
216	5454.31528012082
217	5459.01458338229
218	5471.286774300039
219	5437.052064657211
220	5431.6530533628975
221	5421.61481692642
222	5393.897902607918
223	5427.445380687714
224	5401.084125608206
225	5377.066419780254
226	5425.479752928019
227	5363.658676199266
228	5346.198506951332
229	5381.872781925835
230	5359.934814969165
231	5356.7358581938315
232	5369.535767166875
233	5353.753605720587
234	5349.282966507832
235	5297.28665817529
236	5414.5147319585085
237	5325.412025485188
238	5318.188268959522
239	5315.420259594917
240	5289.9589060939325
241	5310.1120602265
242	5312.267718529329
243	5322.768465001136
244	5283.32372200588
245	5304.325955872075
246	5249.499095523264
247	5248.600902408361
248	5270.788851335645
249	5242.57922077179
250	5246.469281659629
251	5250.902195811272
252	5249.956565707922
253	5256.390617892146
254	5230.616072624922
255	5210.555342063308
256	5218.381780773401
257	5219.917810402811
258	5213.225037094402
259	5213.64004522562
260	5208.334470540285
261	5189.497993991827
262	5160.100126191974
263	5103.694779770565
264	5163.553625978529
265	5191.453191421926
266	5167.5113824876025
267	5131.932424485683
268	5140.18526250869
269	5149.4252673611045
270	5107.200440831482
271	5098.8372445479035
272	5158.000110596418
273	5110.334749405229
274	5138.493337363005
275	5163.818778574467
276	5102.429745212612
